# MEAN_SAMPLE_SIZE = 4338
# TOTAL_GENES = 18300
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE                                TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
GSE17721_POLYIC_VS_PAM3CSK4_...15        SET     190     0.056544    0.0057317     0.059528       0.1711 GSE17721_POLYIC_VS_PAM3CSK4_6H_BMDC_DN
GSE17721_POLYIC_VS_PAM3CSK4_...18        SET     194     0.026011    0.0026639     0.060524      0.33369 GSE17721_POLYIC_VS_PAM3CSK4_8H_BMDC_UP
GSE17721_POLYIC_VS_PAM3CSK4_...17        SET     191     0.041593    0.0042271     0.057644      0.23529 GSE17721_POLYIC_VS_PAM3CSK4_8H_BMDC_DN
GSE17721_POLYIC_VS_PAM3CSK4_...4         SET     192     0.021967    0.0022383     0.060115       0.3574 GSE17721_POLYIC_VS_PAM3CSK4_12H_BMDC_UP
GSE17721_POLYIC_VS_PAM3CSK4_...3         SET     194      0.10317     0.010567     0.058495     0.038894 GSE17721_POLYIC_VS_PAM3CSK4_12H_BMDC_DN
GSE17721_POLYIC_VS_PAM3CSK4_...6         SET     194    -0.066195   -0.0067795      0.05721      0.87636 GSE17721_POLYIC_VS_PAM3CSK4_16H_BMDC_UP
GSE17721_POLYIC_VS_PAM3CSK4_...5         SET     187    -0.008589  -0.00086381     0.060052      0.55686 GSE17721_POLYIC_VS_PAM3CSK4_16H_BMDC_DN
GSE17721_POLYIC_VS_PAM3CSK4_...10        SET     194     0.029334    0.0030043     0.058631      0.30843 GSE17721_POLYIC_VS_PAM3CSK4_24H_BMDC_UP
GSE17721_POLYIC_VS_PAM3CSK4_...9         SET     192    -0.042254   -0.0043055     0.059644      0.76066 GSE17721_POLYIC_VS_PAM3CSK4_24H_BMDC_DN
GSE17721_PAM3CSK4_VS_CPG_0.5...2         SET     191     0.054731    0.0055624     0.060722      0.18371 GSE17721_PAM3CSK4_VS_CPG_0.5H_BMDC_UP
GSE17721_PAM3CSK4_VS_CPG_0.5...1         SET     192    0.0083494   0.00085075     0.059677      0.44437 GSE17721_PAM3CSK4_VS_CPG_0.5H_BMDC_DN
GSE17721_PAM3CSK4_VS_CPG_1H_...2         SET     187     -0.05798   -0.0058312     0.061516      0.82703 GSE17721_PAM3CSK4_VS_CPG_1H_BMDC_UP
GSE17721_PAM3CSK4_VS_CPG_1H_...1         SET     188      0.11132     0.011225     0.057898     0.027272 GSE17721_PAM3CSK4_VS_CPG_1H_BMDC_DN
GSE17721_PAM3CSK4_VS_CPG_2H_...2         SET     187      0.15512       0.0156     0.060529    0.0051986 GSE17721_PAM3CSK4_VS_CPG_2H_BMDC_UP
GSE17721_PAM3CSK4_VS_CPG_2H_...1         SET     190     0.011898    0.0012061     0.061625      0.42345 GSE17721_PAM3CSK4_VS_CPG_2H_BMDC_DN
GSE17721_PAM3CSK4_VS_CPG_4H_...2         SET     193    -0.081352   -0.0083106     0.057058      0.92302 GSE17721_PAM3CSK4_VS_CPG_4H_BMDC_UP
GSE17721_PAM3CSK4_VS_CPG_4H_...1         SET     191     0.065375    0.0066441     0.061358      0.14334 GSE17721_PAM3CSK4_VS_CPG_4H_BMDC_DN
GSE17721_PAM3CSK4_VS_CPG_6H_...2         SET     190     0.069334    0.0070282       0.0577      0.11476 GSE17721_PAM3CSK4_VS_CPG_6H_BMDC_UP
GSE17721_PAM3CSK4_VS_CPG_6H_...1         SET     195     0.024016    0.0024659     0.060278      0.34516 GSE17721_PAM3CSK4_VS_CPG_6H_BMDC_DN
GSE17721_PAM3CSK4_VS_CPG_8H_...2         SET     196     0.047183    0.0048569      0.06005      0.21602 GSE17721_PAM3CSK4_VS_CPG_8H_BMDC_UP
GSE17721_PAM3CSK4_VS_CPG_8H_...1         SET     190    -0.026176   -0.0026534     0.058199      0.67356 GSE17721_PAM3CSK4_VS_CPG_8H_BMDC_DN
GSE17721_PAM3CSK4_VS_CPG_12H...2         SET     192     0.089557    0.0091253      0.05981      0.06716 GSE17721_PAM3CSK4_VS_CPG_12H_BMDC_UP
GSE17721_PAM3CSK4_VS_CPG_12H...1         SET     196   -0.0075534  -0.00077754      0.05725      0.55248 GSE17721_PAM3CSK4_VS_CPG_12H_BMDC_DN
GSE17721_PAM3CSK4_VS_CPG_16H...2         SET     188    -0.014798   -0.0014922     0.061372      0.59527 GSE17721_PAM3CSK4_VS_CPG_16H_BMDC_UP
GSE17721_PAM3CSK4_VS_CPG_16H...1         SET     191     0.026777    0.0027213     0.059562      0.32652 GSE17721_PAM3CSK4_VS_CPG_16H_BMDC_DN
GSE17721_PAM3CSK4_VS_CPG_24H...2         SET     190    -0.029828   -0.0030236     0.063775         0.68 GSE17721_PAM3CSK4_VS_CPG_24H_BMDC_UP
GSE17721_PAM3CSK4_VS_CPG_24H...1         SET     197    -0.011523   -0.0011892     0.058638       0.5779 GSE17721_PAM3CSK4_VS_CPG_24H_BMDC_DN
GSE17721_CPG_VS_GARDIQUIMOD_...2         SET     193     0.015482    0.0015816     0.057476      0.39382 GSE17721_CPG_VS_GARDIQUIMOD_0.5H_BMDC_UP
GSE17721_CPG_VS_GARDIQUIMOD_...1         SET     193   -0.0099055   -0.0010119     0.060415      0.56512 GSE17721_CPG_VS_GARDIQUIMOD_0.5H_BMDC_DN
GSE17721_CPG_VS_GARDIQUIMOD_...8         SET     195     0.012205    0.0012532      0.05801      0.41668 GSE17721_CPG_VS_GARDIQUIMOD_1H_BMDC_UP
GSE17721_CPG_VS_GARDIQUIMOD_...7         SET     191      0.12273     0.012473     0.058732     0.018331 GSE17721_CPG_VS_GARDIQUIMOD_1H_BMDC_DN
GSE17721_CPG_VS_GARDIQUIMOD_...12        SET     194    -0.023952   -0.0024531     0.061505      0.65152 GSE17721_CPG_VS_GARDIQUIMOD_2H_BMDC_UP
GSE17721_CPG_VS_GARDIQUIMOD_...11        SET     191     -0.10255    -0.010422     0.058434      0.96036 GSE17721_CPG_VS_GARDIQUIMOD_2H_BMDC_DN
GSE17721_CPG_VS_GARDIQUIMOD_...14        SET     197    -0.040022   -0.0041301     0.058742      0.75216 GSE17721_CPG_VS_GARDIQUIMOD_4H_BMDC_UP
GSE17721_CPG_VS_GARDIQUIMOD_...13        SET     193     0.032102    0.0032794     0.058787      0.29251 GSE17721_CPG_VS_GARDIQUIMOD_4H_BMDC_DN
GSE17721_CPG_VS_GARDIQUIMOD_...16        SET     192   -0.0077281  -0.00078744     0.057518      0.55344 GSE17721_CPG_VS_GARDIQUIMOD_6H_BMDC_UP
GSE17721_CPG_VS_GARDIQUIMOD_...15        SET     181      0.08961    0.0088679     0.060877     0.070523 GSE17721_CPG_VS_GARDIQUIMOD_6H_BMDC_DN
GSE17721_CPG_VS_GARDIQUIMOD_...18        SET     189     -0.08286   -0.0083774     0.059457      0.91827 GSE17721_CPG_VS_GARDIQUIMOD_8H_BMDC_UP
GSE17721_CPG_VS_GARDIQUIMOD_...17        SET     194     0.089839     0.009201     0.059894     0.066824 GSE17721_CPG_VS_GARDIQUIMOD_8H_BMDC_DN
GSE17721_CPG_VS_GARDIQUIMOD_...4         SET     193     0.013535    0.0013827     0.060338      0.41126 GSE17721_CPG_VS_GARDIQUIMOD_12H_BMDC_UP
GSE17721_CPG_VS_GARDIQUIMOD_...3         SET     193     0.071889    0.0073439     0.057923      0.10729 GSE17721_CPG_VS_GARDIQUIMOD_12H_BMDC_DN
GSE17721_CPG_VS_GARDIQUIMOD_...6         SET     192    -0.079305   -0.0080806     0.061044      0.90304 GSE17721_CPG_VS_GARDIQUIMOD_16H_BMDC_UP
GSE17721_CPG_VS_GARDIQUIMOD_...5         SET     189   -0.0033924  -0.00034298     0.062248      0.52173 GSE17721_CPG_VS_GARDIQUIMOD_16H_BMDC_DN
GSE17721_CPG_VS_GARDIQUIMOD_...10        SET     193    -0.021076   -0.0021531     0.062647      0.63172 GSE17721_CPG_VS_GARDIQUIMOD_24H_BMDC_UP
GSE17721_CPG_VS_GARDIQUIMOD_...9         SET     189      0.06193    0.0062613     0.059198      0.14776 GSE17721_CPG_VS_GARDIQUIMOD_24H_BMDC_DN
GSE17721_LPS_VS_PAM3CSK4_0.5...2         SET     192   -0.0068589  -0.00069888     0.059594      0.54581 GSE17721_LPS_VS_PAM3CSK4_0.5H_BMDC_UP
GSE17721_LPS_VS_PAM3CSK4_0.5...1         SET     188      0.12663     0.012769      0.05879     0.015632 GSE17721_LPS_VS_PAM3CSK4_0.5H_BMDC_DN
GSE17721_LPS_VS_PAM3CSK4_1H_...2         SET     189    -0.008524   -0.0008618     0.057208      0.55922 GSE17721_LPS_VS_PAM3CSK4_1H_BMDC_UP
GSE17721_LPS_VS_PAM3CSK4_1H_...1         SET     194   -0.0014135  -0.00014477     0.060047      0.50939 GSE17721_LPS_VS_PAM3CSK4_1H_BMDC_DN
GSE17721_LPS_VS_PAM3CSK4_2H_...2         SET     195     0.033212    0.0034101     0.060095      0.29026 GSE17721_LPS_VS_PAM3CSK4_2H_BMDC_UP
GSE17721_LPS_VS_PAM3CSK4_2H_...1         SET     195   -0.0094246   -0.0009677      0.06141      0.56098 GSE17721_LPS_VS_PAM3CSK4_2H_BMDC_DN
GSE17721_LPS_VS_PAM3CSK4_4H_...2         SET     191    -0.020078   -0.0020405     0.060634      0.62972 GSE17721_LPS_VS_PAM3CSK4_4H_BMDC_UP
GSE17721_LPS_VS_PAM3CSK4_4H_...1         SET     194    -0.065712     -0.00673     0.060827      0.85999 GSE17721_LPS_VS_PAM3CSK4_4H_BMDC_DN
GSE17721_LPS_VS_PAM3CSK4_6H_...2         SET     192    -0.022131    -0.002255     0.065684      0.63191 GSE17721_LPS_VS_PAM3CSK4_6H_BMDC_UP
GSE17721_LPS_VS_PAM3CSK4_6H_...1         SET     193    -0.046917   -0.0047928     0.059321      0.78549 GSE17721_LPS_VS_PAM3CSK4_6H_BMDC_DN
GSE17721_LPS_VS_PAM3CSK4_8H_...2         SET     191      0.02492    0.0025327     0.061626      0.34297 GSE17721_LPS_VS_PAM3CSK4_8H_BMDC_UP
GSE17721_LPS_VS_PAM3CSK4_8H_...1         SET     194     0.058975      0.00604     0.058482      0.15663 GSE17721_LPS_VS_PAM3CSK4_8H_BMDC_DN
GSE17721_LPS_VS_PAM3CSK4_12H...2         SET     197    0.0049737   0.00051328     0.059733      0.46682 GSE17721_LPS_VS_PAM3CSK4_12H_BMDC_UP
GSE17721_LPS_VS_PAM3CSK4_12H...1         SET     190   0.00039548   4.0089e-05      0.06029      0.49738 GSE17721_LPS_VS_PAM3CSK4_12H_BMDC_DN
GSE17721_LPS_VS_PAM3CSK4_16H...2         SET     192    -0.032068   -0.0032675     0.062163      0.69702 GSE17721_LPS_VS_PAM3CSK4_16H_BMDC_UP
GSE17721_LPS_VS_PAM3CSK4_16H...1         SET     186      0.14805      0.01485     0.061258    0.0078346 GSE17721_LPS_VS_PAM3CSK4_16H_BMDC_DN
GSE17721_LPS_VS_PAM3CSK4_24H...2         SET     194     0.081896    0.0083875     0.061734     0.092334 GSE17721_LPS_VS_PAM3CSK4_24H_BMDC_UP
GSE17721_LPS_VS_PAM3CSK4_24H...1         SET     189     0.022324     0.002257      0.06004      0.35502 GSE17721_LPS_VS_PAM3CSK4_24H_BMDC_DN
GSE17721_POLYIC_VS_CPG_0.5H_...2         SET     193     0.048173    0.0049211     0.058427      0.20484 GSE17721_POLYIC_VS_CPG_0.5H_BMDC_UP
GSE17721_POLYIC_VS_CPG_0.5H_...1         SET     190    -0.023342   -0.0023661     0.059479      0.65263 GSE17721_POLYIC_VS_CPG_0.5H_BMDC_DN
GSE17721_POLYIC_VS_CPG_1H_BM...2         SET     197      0.12882     0.013294      0.05691     0.011808 GSE17721_POLYIC_VS_CPG_1H_BMDC_UP
GSE17721_POLYIC_VS_CPG_1H_BM...1         SET     196    -0.030078   -0.0030961     0.059654      0.69294 GSE17721_POLYIC_VS_CPG_1H_BMDC_DN
GSE17721_POLYIC_VS_CPG_2H_BM...2         SET     198    -0.014706   -0.0015214     0.057892      0.60026 GSE17721_POLYIC_VS_CPG_2H_BMDC_UP
GSE17721_POLYIC_VS_CPG_2H_BM...1         SET     196     0.016347    0.0016827     0.060697      0.39384 GSE17721_POLYIC_VS_CPG_2H_BMDC_DN
GSE17721_POLYIC_VS_CPG_4H_BM...2         SET     195      0.17279     0.017742      0.05846    0.0015626 GSE17721_POLYIC_VS_CPG_4H_BMDC_UP
GSE17721_POLYIC_VS_CPG_4H_BM...1         SET     193    -0.085615   -0.0087461     0.059081      0.92634 GSE17721_POLYIC_VS_CPG_4H_BMDC_DN
GSE17721_POLYIC_VS_CPG_6H_BM...2         SET     191    -0.087681   -0.0089111      0.05766      0.93581 GSE17721_POLYIC_VS_CPG_6H_BMDC_UP
GSE17721_POLYIC_VS_CPG_6H_BM...1         SET     198       0.1963     0.020309     0.057133   0.00029618 GSE17721_POLYIC_VS_CPG_6H_BMDC_DN
GSE17721_POLYIC_VS_CPG_8H_BM...2         SET     195    -0.037721   -0.0038731     0.059747      0.73609 GSE17721_POLYIC_VS_CPG_8H_BMDC_UP
GSE17721_POLYIC_VS_CPG_8H_BM...1         SET     188    -0.016197   -0.0016333     0.059005      0.60815 GSE17721_POLYIC_VS_CPG_8H_BMDC_DN
GSE17721_POLYIC_VS_CPG_12H_B...2         SET     193     0.026944    0.0027525     0.058806      0.32341 GSE17721_POLYIC_VS_CPG_12H_BMDC_UP
GSE17721_POLYIC_VS_CPG_12H_B...1         SET     195     0.072729    0.0074676      0.05957      0.11108 GSE17721_POLYIC_VS_CPG_12H_BMDC_DN
GSE17721_POLYIC_VS_CPG_16H_B...2         SET     192    -0.020699   -0.0021091     0.058804      0.63758 GSE17721_POLYIC_VS_CPG_16H_BMDC_UP
GSE17721_POLYIC_VS_CPG_16H_B...1         SET     190     0.033759    0.0034221     0.059764      0.28608 GSE17721_POLYIC_VS_CPG_16H_BMDC_DN
GSE17721_POLYIC_VS_CPG_24H_B...2         SET     192     0.031697    0.0032297     0.056703      0.28809 GSE17721_POLYIC_VS_CPG_24H_BMDC_UP
GSE17721_POLYIC_VS_CPG_24H_B...1         SET     196  -0.00010188  -1.0487e-05     0.059627      0.50068 GSE17721_POLYIC_VS_CPG_24H_BMDC_DN
GSE17721_PAM3CSK4_VS_GADIQUI...2         SET     194      0.10419     0.010671      0.05866     0.037857 GSE17721_PAM3CSK4_VS_GADIQUIMOD_0.5H_BMDC_UP
GSE17721_PAM3CSK4_VS_GADIQUI...1         SET     190      0.11077     0.011228     0.062875     0.039068 GSE17721_PAM3CSK4_VS_GADIQUIMOD_0.5H_BMDC_DN
GSE17721_PAM3CSK4_VS_GADIQUI...8         SET     192     0.066802    0.0068067     0.060249      0.13377 GSE17721_PAM3CSK4_VS_GADIQUIMOD_1H_BMDC_UP
GSE17721_PAM3CSK4_VS_GADIQUI...7         SET     193      0.12107     0.012368     0.060662     0.022985 GSE17721_PAM3CSK4_VS_GADIQUIMOD_1H_BMDC_DN
GSE17721_PAM3CSK4_VS_GADIQUI...12        SET     192    -0.073865   -0.0075264     0.059908       0.8912 GSE17721_PAM3CSK4_VS_GADIQUIMOD_2H_BMDC_UP
GSE17721_PAM3CSK4_VS_GADIQUI...11        SET     194     -0.12337    -0.012635     0.058754      0.98211 GSE17721_PAM3CSK4_VS_GADIQUIMOD_2H_BMDC_DN
GSE17721_PAM3CSK4_VS_GADIQUI...14        SET     195    -0.029482   -0.0030271     0.061236       0.6849 GSE17721_PAM3CSK4_VS_GADIQUIMOD_4H_BMDC_UP
GSE17721_PAM3CSK4_VS_GADIQUI...13        SET     193     0.094126    0.0096155     0.059917     0.058111 GSE17721_PAM3CSK4_VS_GADIQUIMOD_4H_BMDC_DN
GSE17721_PAM3CSK4_VS_GADIQUI...16        SET     190     0.003395   0.00034414     0.060349      0.47757 GSE17721_PAM3CSK4_VS_GADIQUIMOD_6H_BMDC_UP
GSE17721_PAM3CSK4_VS_GADIQUI...15        SET     191     0.059523    0.0060493      0.06078      0.16372 GSE17721_PAM3CSK4_VS_GADIQUIMOD_6H_BMDC_DN
GSE17721_PAM3CSK4_VS_GADIQUI...18        SET     186     0.035661     0.003577     0.059366      0.27402 GSE17721_PAM3CSK4_VS_GADIQUIMOD_8H_BMDC_UP
GSE17721_PAM3CSK4_VS_GADIQUI...17        SET     192    0.0074805   0.00076221     0.058397      0.44904 GSE17721_PAM3CSK4_VS_GADIQUIMOD_8H_BMDC_DN
GSE17721_PAM3CSK4_VS_GADIQUI...4         SET     191    -0.041718   -0.0042399     0.057679      0.76524 GSE17721_PAM3CSK4_VS_GADIQUIMOD_12H_BMDC_UP
GSE17721_PAM3CSK4_VS_GADIQUI...3         SET     198    0.0032164   0.00033275     0.057004       0.4775 GSE17721_PAM3CSK4_VS_GADIQUIMOD_12H_BMDC_DN
GSE17721_PAM3CSK4_VS_GADIQUI...6         SET     190     0.061043    0.0061878     0.060642      0.15707 GSE17721_PAM3CSK4_VS_GADIQUIMOD_16H_BMDC_UP
GSE17721_PAM3CSK4_VS_GADIQUI...5         SET     190     0.092729    0.0093996     0.060154     0.061608 GSE17721_PAM3CSK4_VS_GADIQUIMOD_16H_BMDC_DN
GSE17721_PAM3CSK4_VS_GADIQUI...10        SET     192    -0.033884   -0.0034525     0.058458      0.71891 GSE17721_PAM3CSK4_VS_GADIQUIMOD_24H_BMDC_UP
GSE17721_PAM3CSK4_VS_GADIQUI...9         SET     195      -0.0374   -0.0038402     0.057354      0.74282 GSE17721_PAM3CSK4_VS_GADIQUIMOD_24H_BMDC_DN
GSE17721_LPS_VS_CPG_0.5H_BMD...2         SET     190     0.017559    0.0017799     0.062298      0.38903 GSE17721_LPS_VS_CPG_0.5H_BMDC_UP
GSE17721_LPS_VS_CPG_0.5H_BMD...1         SET     188     0.079427    0.0080093     0.057826     0.084799 GSE17721_LPS_VS_CPG_0.5H_BMDC_DN
GSE17721_LPS_VS_CPG_1H_BMDC_...2         SET     192      0.08537    0.0086986     0.061389      0.08218 GSE17721_LPS_VS_CPG_1H_BMDC_UP
GSE17721_LPS_VS_CPG_1H_BMDC_...1         SET     196     0.036087    0.0037147     0.063036       0.2835 GSE17721_LPS_VS_CPG_1H_BMDC_DN
GSE17721_LPS_VS_CPG_2H_BMDC_...2         SET     190    0.0018296   0.00018546     0.059899      0.48782 GSE17721_LPS_VS_CPG_2H_BMDC_UP
GSE17721_LPS_VS_CPG_2H_BMDC_...1         SET     194     0.024588    0.0025183     0.058968      0.33835 GSE17721_LPS_VS_CPG_2H_BMDC_DN
GSE17721_LPS_VS_CPG_4H_BMDC_...2         SET     194    -0.060502   -0.0061965     0.059443      0.84561 GSE17721_LPS_VS_CPG_4H_BMDC_UP
GSE17721_LPS_VS_CPG_4H_BMDC_...1         SET     184     0.040898    0.0040804     0.062566      0.25667 GSE17721_LPS_VS_CPG_4H_BMDC_DN
GSE17721_LPS_VS_CPG_6H_BMDC_...2         SET     185     0.018983     0.001899      0.06346      0.38242 GSE17721_LPS_VS_CPG_6H_BMDC_UP
GSE17721_LPS_VS_CPG_6H_BMDC_...1         SET     192     0.092978    0.0094739     0.059689     0.059662 GSE17721_LPS_VS_CPG_6H_BMDC_DN
GSE17721_LPS_VS_CPG_8H_BMDC_...2         SET     193    -0.017649   -0.0018029     0.058275        0.619 GSE17721_LPS_VS_CPG_8H_BMDC_UP
GSE17721_LPS_VS_CPG_8H_BMDC_...1         SET     187    0.0061214   0.00061564     0.058776      0.45853 GSE17721_LPS_VS_CPG_8H_BMDC_DN
GSE17721_LPS_VS_CPG_12H_BMDC...2         SET     194      0.07045    0.0072153      0.05942      0.11789 GSE17721_LPS_VS_CPG_12H_BMDC_UP
GSE17721_LPS_VS_CPG_12H_BMDC...1         SET     186     0.056478    0.0056651     0.062273      0.18223 GSE17721_LPS_VS_CPG_12H_BMDC_DN
GSE17721_LPS_VS_CPG_16H_BMDC...2         SET     191     0.078219    0.0079494     0.061282      0.10092 GSE17721_LPS_VS_CPG_16H_BMDC_UP
GSE17721_LPS_VS_CPG_16H_BMDC...1         SET     193    -0.056987   -0.0058215     0.057556      0.83893 GSE17721_LPS_VS_CPG_16H_BMDC_DN
GSE17721_LPS_VS_CPG_24H_BMDC...2         SET     195     0.051421    0.0052798       0.0607      0.19847 GSE17721_LPS_VS_CPG_24H_BMDC_UP
GSE17721_LPS_VS_CPG_24H_BMDC...1         SET     197     -0.10163    -0.010488     0.057008      0.96267 GSE17721_LPS_VS_CPG_24H_BMDC_DN
GSE17721_POLYIC_VS_GARDIQUIM...2         SET     196     0.040728    0.0041924     0.062777      0.25825 GSE17721_POLYIC_VS_GARDIQUIMOD_0.5H_BMDC_UP
GSE17721_POLYIC_VS_GARDIQUIM...1         SET     189    -0.010258   -0.0010371     0.061667      0.56605 GSE17721_POLYIC_VS_GARDIQUIMOD_0.5H_BMDC_DN
GSE17721_POLYIC_VS_GARDIQUIM...8         SET     192      0.10199     0.010393     0.059358     0.042883 GSE17721_POLYIC_VS_GARDIQUIMOD_1H_BMDC_UP
GSE17721_POLYIC_VS_GARDIQUIM...7         SET     194     0.012328    0.0012626      0.05874      0.41688 GSE17721_POLYIC_VS_GARDIQUIMOD_1H_BMDC_DN
GSE17721_POLYIC_VS_GARDIQUIM...12        SET     190    -0.051335   -0.0052037     0.060083      0.80355 GSE17721_POLYIC_VS_GARDIQUIMOD_2H_BMDC_UP
GSE17721_POLYIC_VS_GARDIQUIM...11        SET     197     -0.01865   -0.0019246     0.059183      0.62366 GSE17721_POLYIC_VS_GARDIQUIMOD_2H_BMDC_DN
GSE17721_POLYIC_VS_GARDIQUIM...14        SET     193      0.08166    0.0083421     0.058615     0.081796 GSE17721_POLYIC_VS_GARDIQUIMOD_4H_BMDC_UP
GSE17721_POLYIC_VS_GARDIQUIM...13        SET     195     -0.04657   -0.0047817     0.059556      0.78287 GSE17721_POLYIC_VS_GARDIQUIMOD_4H_BMDC_DN
GSE17721_POLYIC_VS_GARDIQUIM...16        SET     195    -0.055214   -0.0056692     0.058865      0.82586 GSE17721_POLYIC_VS_GARDIQUIMOD_6H_BMDC_UP
GSE17721_POLYIC_VS_GARDIQUIM...15        SET     195     0.012811    0.0013154      0.05917       0.4143 GSE17721_POLYIC_VS_GARDIQUIMOD_6H_BMDC_DN
GSE17721_POLYIC_VS_GARDIQUIM...18        SET     191   -0.0098441   -0.0010005     0.062006      0.56307 GSE17721_POLYIC_VS_GARDIQUIMOD_8H_BMDC_UP
GSE17721_POLYIC_VS_GARDIQUIM...17        SET     193     0.013727    0.0014023     0.059523      0.40881 GSE17721_POLYIC_VS_GARDIQUIMOD_8H_BMDC_DN
GSE17721_POLYIC_VS_GARDIQUIM...4         SET     194     0.017262     0.001768      0.06041      0.38754 GSE17721_POLYIC_VS_GARDIQUIMOD_12H_BMDC_UP
GSE17721_POLYIC_VS_GARDIQUIM...3         SET     196       0.1097     0.011292     0.059666     0.033003 GSE17721_POLYIC_VS_GARDIQUIMOD_12H_BMDC_DN
GSE17721_POLYIC_VS_GARDIQUIM...6         SET     192    -0.060807   -0.0061958     0.058432      0.85097 GSE17721_POLYIC_VS_GARDIQUIMOD_16H_BMDC_UP
GSE17721_POLYIC_VS_GARDIQUIM...5         SET     192     0.036101    0.0036785     0.058595      0.26891 GSE17721_POLYIC_VS_GARDIQUIMOD_16H_BMDC_DN
GSE17721_POLYIC_VS_GARDIQUIM...10        SET     194    -0.036437   -0.0037318     0.061309      0.72385 GSE17721_POLYIC_VS_GARDIQUIMOD_24H_BMDC_UP
GSE17721_POLYIC_VS_GARDIQUIM...9         SET     185     0.026164    0.0026174     0.062579      0.33794 GSE17721_POLYIC_VS_GARDIQUIMOD_24H_BMDC_DN
GSE17721_LPS_VS_GARDIQUIMOD_...2         SET     193      0.11872     0.012128     0.058456     0.021142 GSE17721_LPS_VS_GARDIQUIMOD_0.5H_BMDC_UP
GSE17721_LPS_VS_GARDIQUIMOD_...1         SET     196      0.12247     0.012607     0.059699     0.020118 GSE17721_LPS_VS_GARDIQUIMOD_0.5H_BMDC_DN
GSE17721_LPS_VS_GARDIQUIMOD_...8         SET     196    -0.045221   -0.0046549     0.060334      0.77322 GSE17721_LPS_VS_GARDIQUIMOD_1H_BMDC_UP
GSE17721_LPS_VS_GARDIQUIMOD_...7         SET     195      0.08684    0.0089166     0.058024     0.067258 GSE17721_LPS_VS_GARDIQUIMOD_1H_BMDC_DN
GSE17721_LPS_VS_GARDIQUIMOD_...12        SET     193      0.14117     0.014422     0.062543     0.012005 GSE17721_LPS_VS_GARDIQUIMOD_2H_BMDC_UP
GSE17721_LPS_VS_GARDIQUIMOD_...11        SET     196     -0.08979   -0.0092428     0.057942      0.93938 GSE17721_LPS_VS_GARDIQUIMOD_2H_BMDC_DN
GSE17721_LPS_VS_GARDIQUIMOD_...14        SET     186    -0.031936   -0.0032033     0.061129      0.69931 GSE17721_LPS_VS_GARDIQUIMOD_4H_BMDC_UP
GSE17721_LPS_VS_GARDIQUIMOD_...13        SET     191     0.021787    0.0022142     0.058958      0.35587 GSE17721_LPS_VS_GARDIQUIMOD_4H_BMDC_DN
GSE17721_LPS_VS_GARDIQUIMOD_...16        SET     193    -0.068308    -0.006978     0.058305       0.8793 GSE17721_LPS_VS_GARDIQUIMOD_6H_BMDC_UP
GSE17721_LPS_VS_GARDIQUIMOD_...15        SET     192     0.082199    0.0083755     0.058227     0.079033 GSE17721_LPS_VS_GARDIQUIMOD_6H_BMDC_DN
GSE17721_LPS_VS_GARDIQUIMOD_...18        SET     190     -0.14608    -0.014808     0.060179      0.99239 GSE17721_LPS_VS_GARDIQUIMOD_8H_BMDC_UP
GSE17721_LPS_VS_GARDIQUIMOD_...17        SET     192    0.0044713   0.00045559     0.059887      0.47024 GSE17721_LPS_VS_GARDIQUIMOD_8H_BMDC_DN
GSE17721_LPS_VS_GARDIQUIMOD_...4         SET     195    -0.061002   -0.0062636     0.058582      0.85112 GSE17721_LPS_VS_GARDIQUIMOD_12H_BMDC_UP
GSE17721_LPS_VS_GARDIQUIMOD_...3         SET     192      0.01415    0.0014418     0.058415       0.4043 GSE17721_LPS_VS_GARDIQUIMOD_12H_BMDC_DN
GSE17721_LPS_VS_GARDIQUIMOD_...6         SET     193    -0.067999   -0.0069465     0.059936       0.8717 GSE17721_LPS_VS_GARDIQUIMOD_16H_BMDC_UP
GSE17721_LPS_VS_GARDIQUIMOD_...5         SET     192     0.047283    0.0048178     0.056652      0.20197 GSE17721_LPS_VS_GARDIQUIMOD_16H_BMDC_DN
GSE17721_LPS_VS_GARDIQUIMOD_...10        SET     193     0.008355   0.00085351     0.058617      0.44333 GSE17721_LPS_VS_GARDIQUIMOD_24H_BMDC_UP
GSE17721_LPS_VS_GARDIQUIMOD_...9         SET     189    -0.098035   -0.0099116     0.058462      0.95321 GSE17721_LPS_VS_GARDIQUIMOD_24H_BMDC_DN
GSE17721_0.5H_VS_12H_LPS_BMD...2         SET     189    -0.075657   -0.0076491     0.059595      0.89786 GSE17721_0.5H_VS_12H_LPS_BMDC_UP
GSE17721_0.5H_VS_12H_LPS_BMD...1         SET     193    -0.048693   -0.0049742     0.062176      0.78322 GSE17721_0.5H_VS_12H_LPS_BMDC_DN
GSE17721_0.5H_VS_4H_LPS_BMDC...2         SET     197    -0.039995   -0.0041274     0.059625      0.74881 GSE17721_0.5H_VS_4H_LPS_BMDC_UP
GSE17721_0.5H_VS_4H_LPS_BMDC...1         SET     189      0.01413    0.0014286     0.063472      0.41192 GSE17721_0.5H_VS_4H_LPS_BMDC_DN
